cuit,razon_social,fecha_hora_contrato_social,tipo_societario,fecha_hora_actualizacion,numero_inscripcion,dom_fiscal_provincia,dom_fiscal_localidad,dom_fiscal_calle,dom_fiscal_numero,dom_fiscal_piso,dom_fiscal_departamento,dom_fiscal_cp,dom_fiscal_estado_domicilio,dom_legal_provincia,dom_legal_localidad,dom_legal_calle,dom_legal_numero,dom_legal_piso,dom_legal_departamento,dom_legal_cp,dom_legal_estado_domicilio,actividad_codigo,actividad_descripcion,actividad_orden,actividad_estado,actividad_vigencia
30500201440,DIAZOL SACIFI,1966-09-20-00:00,SOCIEDAD ANONIMA,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AYACUCHO,457,6,62, 1026,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,IRIGOYEN BERNARDO DE,276,,, 1072,NO CONFIRMADO,,,,,
30500201513,CIAO Y CIA SACIF,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-02-22-13:43,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALVEAR MARCELO T. DE,864,05,001, 1058,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALVEAR MARCELO T. DE,864,05,001, 1058,NO CONFIRMADO,,,,,
30500201688,CAILLE Y VOLA SOC RESP LTDA,1957-11-30-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2022-06-14-18:48,,SANTA FE,ROSARIO NORTE,MORENO,180,,BIS, 2000,NO CONFIRMADO,SANTA FE,ROSARIO,MORENO,180,,BIS, 2000,NO CONFIRMADO,,,,,
30500201750,FLAIBAN Y CIA,1945-03-06-00:00,SOCIEDAD COLECTIVA,2024-01-01-10:53,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BOULOGNE SUR MER,930,,, 1213,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BOULOGNE SUR MER,930,,, 1213,NO CONFIRMADO,,,,,
30500202749,TALLERES UNION SOCIEDAD ANONIMA DE ARTES GRAFICAS INDUSTRAL Y COMERCIAL,1968-06-03-00:00,SOCIEDAD ANONIMA,2024-01-01-11:00,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PATAGONES,2748,,, 1437,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PATAGONES,2748,,, 1437,NO CONFIRMADO,,,,,
30500203591,CARLOS SEIFRITZ Y CIA S A,1978-02-13-00:00,SOCIEDAD ANONIMA,2024-02-22-13:53,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,JURAMENTO,4940,,, 1431,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,JURAMENTO,4940,,, 1431,NO CONFIRMADO,,,,,
30500205640,PELOSO S R L,1995-11-21-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-01-01-10:53,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,URUGUAY,463,,, 1015,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,URUGUAY,463,,, 1015,NO CONFIRMADO,,,,,
30500206493,ENRIQUE SANZ S C A SOC ANONIMA,1971-10-15-00:00,SOCIEDAD ANONIMA,2022-06-14-18:45,,MENDOZA,MENDOZA,SANTIAGO DEL ESTERO,240,,, 5500,NO NOTIFICADO,MENDOZA,MENDOZA,SANTIAGO DEL ESTERO,240,,, 5500,NO CONFIRMADO,,,,,
30500206566,VIGOR S A COMERCIAL INDUSTRIAL Y FINANCIERA,1959-09-24-00:00,SOCIEDAD ANONIMA,2024-10-23-15:05,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LARRAZABAL AV.,2076,,, 1440,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LARRAZABAL AV.,2076,,, 1440,DECLARADO,,,,,
30500208542,LINOTIPIA COMETA S A,1968-02-12-00:00,SOCIEDAD ANONIMA,2024-02-22-13:49,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MITRE BARTOLOME,1131,07,C, 1036,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MITRE BARTOLOME,1131,07,C, 1036,NO CONFIRMADO,,,,,
30500208615,FOTOGRABADOS GIACCHINO SRL,1985-09-20-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:44,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AGRELO,4018,,, 1224,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AGRELO,4018,,, 1224,NO CONFIRMADO,,,,,
30500209840,DINAN SACIFI,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-06-29-08:10,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,DE LA TORRE LISANDRO,2535,,, 1440,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,L DE LA TORRE,2525,,, 1440,NO CONFIRMADO,,,,,
30500210008,PONCE Y CIA SRL,1954-04-23-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:54,,SANTA FE,ROSARIO,ENTRE RIOS,315,,, 2000,NO CONFIRMADO,SANTA FE,ROSARIO,ENTRE RIOS,315,,, 2000,NO CONFIRMADO,,,,,
30500210245,MOLACHINO ESTABLECIMIENTO GRAFICO SA,1973-04-30-00:00,SOCIEDAD ANONIMA,2024-02-22-13:54,,SANTA FE,ROSARIO NORTE,SAN MARTIN,536,02,1, 2000,NO CONFIRMADO,SANTA FE,ROSARIO,SAN MARTIN,536,02,1, 2000,NO CONFIRMADO,,,,,
30500210628,GASPAR Y OCTORINO S R L,1901-01-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-05-21-13:45,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PARANA,929,,, 1017,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PARANA,929,,, 1017,DECLARADO,,,,,
30500211160,RAVANI SRL,1947-04-10-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2022-05-30-14:53,,SANTA FE,ROSARIO NORTE,AV SALTA,3115,,, 2000,NO CONFIRMADO,SANTA FE,ROSARIO,AV SALTA,3115,,, 2000,NO CONFIRMADO,,,,,
30500211470,PEDRO WEINSTOCK Y CIA S A,1976-01-08-00:00,SOCIEDAD ANONIMA,2024-11-08-18:45,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GOYENA PEDRO AV.,745,,, 1424,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GOYENA PEDRO AV.,745,,, 1424,CONFIRMADO,,,,,
30500211543,FERRAZINI S A,1913-04-09-00:00,SOCIEDAD ANONIMA,2024-06-28-11:21,,SANTA FE,ROSARIO NORTE,SAN LORENZO,1629,1,, 2000,DECLARADO POR INTERNET,SANTA FE,ROSARIO NORTE,SAN LORENZO,1629,1,, 2000,DECLARADO POR INTERNET,,,,,
30500212779,FUKSMAN PICASSO Y CIA SOC RESP LTDA,1952-11-10-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:44,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TANDIL,5851,,, 1440,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,INDEPENDENCIA AV.,3740,,, 1226,NO CONFIRMADO,,,,,
30500212841,HERMAN ZUPAN SAIC,1964-02-13-00:00,SOCIEDAD ANONIMA,2024-11-15-15:07,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AV JULIO A ROCA,570,01,C, 1086,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AV JULIO A ROCA,570,01,C, 1086,NO CONFIRMADO,,,,,
30500213384,ARTES GRAFICAS LOMBARDO S.A.,1971-05-10-00:00,SOCIEDAD ANONIMA,2024-10-04-08:05,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ATUEL,934,,, 1437,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ATUEL,934,,, 1437,NO CONFIRMADO,,,,,
30500214062,ERCO S R L,1958-02-10-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-01-01-11:16,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAENZ PEÑA LUIS PTE.,1155,,, 1110,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PTE LUIS SAENZ PE#A,1155,,, 1110,NO CONFIRMADO,,,,,
30500214445,MARINELLI S A,1971-09-28-00:00,SOCIEDAD EN COMANDITA POR ACCIONES,2024-08-13-14:10,,LA PAMPA,SANTA ROSA,GIL,445,,, 6300,CONFIRMADO,LA PAMPA,SANTA ROSA,CNEL. GIL,445,,, 6300,CONFIRMADO,,,,,
30500215123,BERRUEZO E HIJO SOCIEDAD COLECTIVA,1982-06-30-00:00,SOCIEDAD COLECTIVA,2024-02-22-13:56,,SANTA FE,RAFAELA,URUGUAY,274,,, 2300,NO CONFIRMADO,SANTA FE,RAFAELA,URUGUAY,274,,, 2300,NO CONFIRMADO,,,,,
30500215980,CAF FOTOGRABADOS SRL,1980-10-21-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:42,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,24 DE NOVIEMBRE,432,,, 1170,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,24 DE NOVIEMBRE,432,,, 1170,NO CONFIRMADO,,,,,
30500216111,S. AJMECHET E HIJOS SA,1959-02-20-12:00,SOCIEDAD ANONIMA,2024-10-18-12:56,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,VIRASORO VALENTIN,1650,,, 1414,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,VALENTIN VIRASORO,1650,,, 1414,NO CONFIRMADO,,,,,
30500216359,E I C A ESTABLECIMIENTO INDUSTRIAL DEL CLISE Y AFINES S R L,1967-07-14-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:48,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RIVADAVIA AV.,1356,,, 1033,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RIVADAVIA AVDA.,1356,,, 1033,NO CONFIRMADO,,,,,
30500216421,TALLERES GRAFICOS ARGEN PRESS S R L,1901-01-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:48,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TACUARI,743,,, 1071,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TACUARI,743,,, 1071,NO CONFIRMADO,,,,,
30500216669,ANTONIO SAVINI RAGGIO S A,1977-11-14-00:00,SOCIEDAD ANONIMA,2024-01-01-11:01,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TREINTA Y TRES ORIENTALES,870,,, 1236,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TREINTA Y TRES ORIEN,870,,, 1236,NO CONFIRMADO,,,,,
30500217274,RAMON CHOZAS S A,1948-09-11-00:00,SOCIEDAD ANONIMA,2024-01-01-10:57,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,STA.MARIA DEL B.AIRE,828,,, 1277,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,STA.MARIA DEL B.AIRE,828,,, 1277,DECLARADO POR INTERNET,,,,,
30500217347,TALLERES GRAFICOS BELLO S R L,1946-02-22-00:00,SOCIEDAD COLECTIVA,2024-01-01-09:51,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PERON JUAN TTE.GRAL.,4359,,, 1199,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CANGALLO,4359,,, 1199,NO CONFIRMADO,,,,,
30500217584,ARTES GRAFICAS FIDEL RIPOLI E HIJOS SAI Y C,1968-10-17-00:00,SOCIEDAD ANONIMA,2024-02-22-13:39,,BUENOS AIRES,SAN ISIDRO,NICOLAS AVELLANEDA,1795,,, 1642,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RECONQUISTA,1017,03,F, 1003,NO CONFIRMADO,,,,,
30500218025,CROMOLAC SOCIEDAD ANONIMA INDUSTRIAL Y COMERCIAL,1952-10-06-00:00,SOCIEDAD ANONIMA,2024-02-22-13:44,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALCORTA AMANCIO AV.,2850,,, 1437,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALCORTA AMANCIO AV.,2850,,, 1437,NO CONFIRMADO,,,,,
30500218408,ZAMPETTI S R L,1901-01-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-10-23-16:06,,CORDOBA,VILLA CABRERA,CARAFFA,2162,,, 5009,DECLARADO,CORDOBA,VILLA CABRERA,CARAFFA,2162,,, 5009,DECLARADO POR INTERNET,,,,,
30500218572,FOTO OFFSET ARGENTINA S R L,1968-05-23-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:46,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALVAREZ DONATO TTE.G,1420,,, 1416,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,DONATO ALVAREZ,1420,,, 1416,NO CONFIRMADO,,,,,
30500218955,COOPERATIVA OBRERA GRAFICA TALLERES ARGENTINOS (C.O.G.T.A.L.) DE TRABAJO LIMITADA,1957-07-14-12:00,COOPERATIVA,2024-11-06-10:34,,BUENOS AIRES,VILLA DOMINICO,MAGDALENA,48,,, 1874,CONFIRMADO,BUENOS AIRES,VILLA DOMINICO,MAGDALENA,48,,, 1874,DECLARADO POR INTERNET,,,,,
30500219250,FOTOGRABADOS GEMS S R L,1957-07-30-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:35,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BRUSELAS,867,,, 1408,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BRUSELAS,867,,, 1408,NO CONFIRMADO,,,,,
30500219498,RAGONESE HNOS S A,1984-12-21-00:00,SOCIEDAD ANONIMA,2024-11-15-14:52,,BUENOS AIRES,AVELLANEDA,AV PAVON,2281,,, 1870,NO NOTIFICADO,BUENOS AIRES,AVELLANEDA,AV PAVON,2281,,, 1870,NO CONFIRMADO,,,,,
30500219560,CLARAMONTE Y ROBOTTI S R L,1963-09-04-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:44,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ESTADOS UNIDOS,3041,,, 1228,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ESTADOS UNIDOS,3041,,, 1228,NO CONFIRMADO,,,,,
30500220275,IUSPA HNOS S C A,1901-01-01-00:00,SOCIEDAD EN COMANDITA POR ACCIONES,2024-02-22-13:35,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MURGUIONDO,1845,,, 1440,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MURGIONDO,1845,,, 1440,NO CONFIRMADO,,,,,
30500220585,J L GIUDICI Y CIA S R L,1967-11-29-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:48,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PIEDRAS,786,PB,, 1070,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PIEDRAS,786,PB,, 1070,NO CONFIRMADO,,,,,
30500221026,IMPRENTA PELLERANO S A I C F I M Y A,1978-11-10-00:00,SOCIEDAD ANONIMA,2024-06-29-08:10,,BUENOS AIRES,QUILMES,HIPOLITO DE YRIGOYEN,316,,, 1878,DECLARADO,BUENOS AIRES,QUILMES,HIPOLITO YRIGOYEN,316,,, 1878,DECLARADO,,,,,
30500221190,FOTOGRABADOS NACAR SRL,1973-02-02-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:44,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LA RIOJA,1122,,, 1221,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LA RIOJA,1122,,, 1221,NO CONFIRMADO,,,,,
30500221263,ESTABLECIMIENTOS GRAFICOS GOMEZ Y CIA SOCIEDAD ANONIMA,1948-10-21-00:00,SOCIEDAD ANONIMA,2022-06-14-18:15,,SANTA FE,ROSARIO NORTE,TUCUMAN,1647,,, 2000,NO CONFIRMADO,SANTA FE,ROSARIO,TUCUMAN,1647,,, 2000,NO CONFIRMADO,,,,,
30500221409,FOTO LITOS EL CHANGO S R L,1981-09-04-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:49,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RIVADAVIA AV.,827,04,, 1002,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RIVADAVIA AV.,827,04,, 1002,NO CONFIRMADO,,,,,
30500221573,ESTABL GRAFICO GAGLIANONE S A,1969-04-17-00:00,SOCIEDAD ANONIMA,2024-01-01-09:29,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CHILAVERT M. CNEL.,1136,,, 1437,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CHILAVERT MARTINIANO,1136,,, 1437,NO CONFIRMADO,,,,,
30500221883,BAQUES PARERA S A,1971-08-11-00:00,SOCIEDAD ANONIMA,2024-02-22-13:34,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PACHECO,3560,,, 1431,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PACHECO,3560,,, 1431,CONFIRMADO,,,,,
30500221956,STEIN Y TEICHBERG S.A.I.C.F.A.R.I.M.I. Y E.,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-08-14-14:49,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PRINGLES,450,,, 1183,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PRINGLES,450,,, 1183,NO CONFIRMADO,,,,,
30500222014,ARTES GRAFICAS TALADRIZ SRL,1979-10-05-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-11-15-14:30,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAN JUAN,3875,,, 1236,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAN JUAN,3875,,, 1236,NO CONFIRMADO,,,,,
30500222499,CIA GRAFICA REALCE SRL,1968-10-18-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:53,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,FRAGA,729,,, 1427,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,FRAGA,729,,, 1427,NO CONFIRMADO,,,,,
30500222707,TALLERES GRAFICOS ALMI S R L,1901-01-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:46,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CERVANTES,1067,,, 1407,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CERVANTES,1067,,, 1407,NO CONFIRMADO,,,,,
30500223002,TALLERES GRAFICOS ROBERTO FERRERI SA,1983-02-02-00:00,SOCIEDAD ANONIMA,2024-02-22-13:35,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BRAGADO,5141,,, 1440,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BRAGADO,5141,,, 1440,NO CONFIRMADO,,,,,
30500223487,PERELLO SAI Y C,1962-12-31-00:00,SOCIEDAD ANONIMA,2024-02-22-13:54,,SANTA FE,rosario,pje caccia4,4142,,, 2000,NO CONFIRMADO,SANTA FE,ROSARIO,CORRIENTES,432,,, 2000,NO CONFIRMADO,,,,,
30500223797,G FREY Y CIA SRL,1978-05-08-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-04-02-07:12,,BUENOS AIRES,VILLA BALLESTER,CHARLONE CALLE 39,6179,,, 1653,NO CONFIRMADO,BUENOS AIRES,VILLA BALLESTER,CHARLONE CALLE 39,6179,,, 1653,NO CONFIRMADO,,,,,
30500224238,PALMEIRO Y CIA S A,1977-11-28-00:00,SOCIEDAD ANONIMA,2024-02-22-13:52,,BUENOS AIRES,WILDE,SALCEDO,240,,, 1875,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BOGOTA,2314,05,021, 1406,NO CONFIRMADO,,,,,
30500224785,PLATT ESTABLECIMIENTOS GRAFICOS S A C I,1942-03-26-00:00,SOCIEDAD ANONIMA,2024-02-22-13:35,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,OLIDEN,1964,,, 1440,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,OLIDEN,1964,,, 1440,NO CONFIRMADO,,,,,
30500225153,GARCIA Y ABATE SOC COLECTIVA,1960-10-19-00:00,SOCIEDAD COLECTIVA,2024-02-22-13:47,,BUENOS AIRES,HAEDO,MANUEL LAINEZ,1280,,, 1706,NO CONFIRMADO,BUENOS AIRES,HAEDO,MANUEL LAINEZ,1280,,, 1706,NO CONFIRMADO,,,,,
30500226451,CITTA HNOS SRL,1975-09-30-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2022-05-30-14:53,,SANTA FE,SANTA FE,H  IRIGOYEN,2454,,, 3000,INEXISTENTE - DESCONOCIDO,SANTA FE,SANTA FE,H  IRIGOYEN,2454,,, 3000,NO CONFIRMADO,,,,,
30500226524,ESTABLECIMIENTOS ARGENTINOS DEL FOTOGRABADO Y AFINES S C P A,1964-06-01-00:00,SOCIEDAD EN COMANDITA POR ACCIONES,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,HUMBERTO 1RO,487,,, 1103,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,HUMBERTO PRIMO,487,,, 1103,NO CONFIRMADO,,,,,
30500226834,JOSE FRANCISCO ORTIZ S A,1978-08-22-00:00,SOCIEDAD ANONIMA,2022-06-14-17:03,,JUJUY,SAN SALVADOR DE JUJUY,ALVEAR,552,,, 4600,NO CONFIRMADO,JUJUY,S S DE JUJUY,ALVEAR,552,,, 4600,NO CONFIRMADO,,,,,
30500227997,TALLERES GRAFICOS SANTA FE S A,1961-11-13-00:00,SOCIEDAD ANONIMA,2024-02-28-09:37,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SALMUN FEIJOO JOSE A,1249,,, 1290,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,J A SALMUN FEIJOO,1249,,, 1290,NO CONFIRMADO,,,,,
30500228438,DE FALCO IMPRESORES  SOCIEDAD ANONIMA INDUSTRIAL COMERCIAL Y FINANCIERA,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-02-22-13:38,,BUENOS AIRES,MAR DEL PLATA SUR,AVELLANEDA,1418,2,A, 7600,CONFIRMADO,BUENOS AIRES,MAR DEL PLATA,SANTIAGO DEL ESTERO,4614,,, 7600,NO CONFIRMADO,,,,,
30500229043,MAGENTI SAIC,1962-02-22-00:00,SOCIEDAD ANONIMA,2024-02-22-13:58,,BUENOS AIRES,FLORIDA,M J HAEDO,3749,,, 1602,NO CONFIRMADO,BUENOS AIRES,FLORIDA,M J HAEDO,3749,,, 1602,NO CONFIRMADO,,,,,
30500229353,PELLEGRINI ENCUADERNACIONES SOCIEDAD DE RESPONSABILIDAD LIMITADA EN FORMACION,1982-05-27-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,VIEYTES,1619,,, 1275,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,VIEYTES,1619,,, 1275,NO CONFIRMADO,,,,,
30500229663,TALLERES GRAFICOS MORALES E HIJOS S A C I F E I,1969-08-27-00:00,SOCIEDAD ANONIMA,2024-06-29-08:10,,BUENOS AIRES,TORTUGUITAS,VALPARAISO,3838,,, 1667,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CONESA,4675,,, 1429,NO CONFIRMADO,,,,,
30500229973,AKIAN GRAFICA EDITORA SOCIEDAD ANONIMA,1980-07-16-00:00,SOCIEDAD ANONIMA,2024-08-16-18:45,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CLAY,2992,,, 1426,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CLAY,2992,,, 1426,NO CONFIRMADO,,,,,
30500230378,MAUCCI Y CUROTTO SAIC,1968-08-21-00:00,SOCIEDAD ANONIMA,2024-01-01-09:40,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,DEL CAMPO AV.,1180,,, 1427,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AV DEL CAMPO,1180,,, 1427,NO CONFIRMADO,,,,,
30500231439,IMPRENTA MARTINEZ Y RODRIGUEZ SRL,1961-09-29-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-02-22-13:50,,BUENOS AIRES,BAHIA BLANCA,ZELARRAYAN,1065,,, 8000,INEXISTENTE - DESCONOCIDO,BUENOS AIRES,BAHIA BLANCA,ZELARRAYAN,1065,,, 8000,NO CONFIRMADO,,,,,
30500231501,HAAR S R L,1958-03-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-06-02-04:09,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BELAUSTEGUI L.DR.,2772,,, 1416,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,DR LUIS BELAUSTEGU,2772,,, 1416,NO CONFIRMADO,,,,,
